tipo_muerte,zona,subzona,distrito,circuito,codigo_subcircuito,subcircuito,codigo_provincia,provincia,codigo_canton,canton,coordenada_y,coordenada_x,area_hecho,lugar,tipo_lugar,fecha_infraccion,hora_infraccion,arma,tipo_arma,presunta_motivacion,presun_motiva_observada,probable_causa_motivada,edad,medida_edad,sexo,genero,etnia,estado_civil,nacionalidad,discapacidad,profesion_registro_civil,instruccion
ASESINATO,ZONA 1,ESMERALDAS,ESMERALDAS,SAN MATEO,08D01C21S01,SAN MATEO 1,8,ESMERALDAS,801,ESMERALDAS,"0,77669","-79,60022",RURAL,CASA/VILLA,PRIVADO,2026-05-27,22:40:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,24,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR PRIMARIO,SIN_DATO
ASESINATO,ZONA 1,ESMERALDAS,ESMERALDAS,SAN MATEO,08D01C21S01,SAN MATEO 1,8,ESMERALDAS,801,ESMERALDAS,"0,77669","-79,60022",RURAL,CASA/VILLA,PRIVADO,2026-05-27,22:41:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,28,A,HOMBRE,MASCULINO,AFRO,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR PRIMARIO,SIN_DATO
ASESINATO,ZONA 1,ESMERALDAS,ESMERALDAS,SAN MATEO,08D01C21S01,SAN MATEO 1,8,ESMERALDAS,801,ESMERALDAS,"0,77669","-79,60022",RURAL,CASA/VILLA,PRIVADO,2026-05-27,22:42:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,37,A,HOMBRE,MASCULINO,AFRO,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR GENERAL,BACHILLERATO
ASESINATO,ZONA 5,LOS RÍOS,QUEVEDO,7 DE OCTUBRE,12D03C07S01,7 DE OCTUBRE 1,12,LOS RÍOS,1205,QUEVEDO,"-1,02418","-79,46917",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-27,15:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,27,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 7,EL ORO,MACHALA,RAYITO DE LUZ,07D02C04S02,RAYITO DE LUZ 2,7,EL ORO,701,MACHALA,"-3,26311","-79,9316",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-27,17:50:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,41,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,DURÁN,RECREO,09D24C05S01,RECREO 1,9,GUAYAS,907,DURÁN,"-2,18011","-79,8129",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-27,21:40:00,ARMA DE FUEGO,OTROS ARMA LARGA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,35,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR GENERAL,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,DURÁN,RECREO,09D24C05S01,RECREO 1,9,GUAYAS,907,DURÁN,"-2,18011","-79,8129",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-27,21:40:00,ARMA DE FUEGO,OTROS ARMA LARGA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,47,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,DURÁN,RECREO,09D24C05S01,RECREO 1,9,GUAYAS,907,DURÁN,"-2,18011","-79,8129",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-27,21:40:00,ARMA DE FUEGO,OTROS ARMA LARGA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,22,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 5,LOS RÍOS,BABAHOYO,EL SALTO,12D01C03S01,EL SALTO 1,12,LOS RÍOS,1201,BABAHOYO,"-1,79339","-79,5349",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-27,18:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,46,A,MUJER,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,AUXILIAR DE SALUD,SIN_DATO
ASESINATO,ZONA 1,CARCHI,TULCÁN,CHICAL,04D01C12S01,CHICAL 1,4,CARCHI,401,TULCÁN,"0,9268","-78,18467",RURAL,CASA/VILLA,PRIVADO,2026-05-27,20:00:00,ARMA BLANCA,CUCHILLO,VIOLENCIA COMUNITARIA,RIÑAS,HERIDA POR ARMA BLANCA,33,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,PERU,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,SALITRE,SALITRE NORTE,09D20C01S01,SALITRE NORTE 1,9,GUAYAS,919,SALITRE,"-1,8301","-79,81123",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-26,02:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,22,A,MUJER,FEMENINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 9,D.M. QUITO,TUMBACO,QUINCHE,17D09C08S01,QUINCHE 1,17,PICHINCHA,1701,QUITO,"-0,10444","-78,30376",URBANO,TERRENO BALDÍO,PÚBLICO,2026-05-26,15:25:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,44,A,HOMBRE,MASCULINO,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,TRABAJADOR GENERAL,SIN_DATO
ASESINATO,ZONA 1,ESMERALDAS,ESMERALDAS,CENTRO,08D01C13S01,CENTRO 1,8,ESMERALDAS,801,ESMERALDAS,"0,96196","-79,65516",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-26,18:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,27,A,HOMBRE,MASCULINO,AFRO,SOLTERO,COLOMBIA,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,SAN FRANCISCO,09D07C07S02,SAN FRANCISCO 2,9,GUAYAS,901,GUAYAQUIL,"-2,04869","-79,94392",URBANO,CENTROS DE REHABILITACIÓN SOCIAL,PRIVADO,2026-05-26,12:50:00,ARMA CONTUNDENTE,OBJETO CONTUSO,VIOLENCIA COMUNITARIA,RIÑAS,HERIDAS CONTUSAS,57,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 2,ORELLANA,ORELLANA LORETO,DAYUMA,22D02C08S01,DAYUMA 1,22,ORELLANA,2201,FRANCISCO DE ORELLANA,"-0,49678","-76,91218",RURAL,VÍA PÚBLICA,PÚBLICO,2026-05-26,12:15:00,ARMA DE FUEGO,REVOLVER,DELINCUENCIA COMÚN,ROBO DE MOTOS,HERIDA POR ARMA DE FUEGO,30,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILLER CIENCIAS,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,PEDERNALES,PEDERNALES SUR,13D10C02S01,PEDERNALES SUR 1,13,MANABÍ,1317,PEDERNALES,"0,07079","-80,05032",URBANO,BARES,PRIVADO,2026-05-26,22:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,25,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,PORTOVIEJO,LOS CEREZOS,13D01C03S01,LOS CEREZOS 1,13,MANABÍ,1301,PORTOVIEJO,"-1,06607","-80,44276",URBANO,CASA/VILLA,PRIVADO,2026-05-26,19:38:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,32,A,HOMBRE,MASCULINO,OTROS,SOLTERO,ECUADOR,NINGUNA,AYUDANTE/JORNALERO,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,PORTOVIEJO,EL FLORÓN,13D01C04S04,EL FLORÓN 4,13,MANABÍ,1301,PORTOVIEJO,"-1,06987","-80,45286",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-26,17:27:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,38,A,HOMBRE,MASCULINO,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,SERVIDOR PÚBLICO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,ORQUÍDEAS,09D07C05S01,ORQUÍDEAS 1,9,GUAYAS,901,GUAYAQUIL,"-2,09552","-79,91152",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-26,13:10:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,16,A,HOMBRE,MASCULINO,AFRO,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PORTETE,PORTETE,09D04C04S03,PORTETE 3,9,GUAYAS,901,GUAYAQUIL,"-2,19735","-79,93461",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-26,19:10:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,45,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,BASICA
ASESINATO,ZONA 4,MANABÍ,MANTA,MIRAFLORES,13D02C09S02,MIRAFLORES 2,13,MANABÍ,1308,MANTA,"-0,96253","-80,71435",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-26,17:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,51,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BIOLOGO,SUPERIOR
ASESINATO,ZONA 1,CARCHI,TULCÁN,JULIO ANDRADE,04D01C10S01,JULIO ANDRADE 1,4,CARCHI,401,TULCÁN,"0,67822","-77,68361",RURAL,CASA/VILLA,PRIVADO,2026-05-26,20:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,67,A,MUJER,FEMENINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,ESTADO PERSONAL,NINGUNA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,MALVINAS SUR,09D02C02S02,MALVINAS SUR 2,9,GUAYAS,901,GUAYAQUIL,"-2,22952","-79,9102",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-26,18:13:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,31,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,PASCUALES,09D07C06S01,PASCUALES 1,9,GUAYAS,901,GUAYAQUIL,"-2,07811","-79,93433",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-26,22:24:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,SIN_DATO,SIN_DATO,HOMBRE,MASCULINO,MESTIZO/A,NO DETERMINADO,OTROS,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PORTETE,PORTETE,09D04C04S03,PORTETE 3,9,GUAYAS,901,GUAYAQUIL,"-2,20112","-79,92886",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-26,15:15:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,42,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILLER CIENCIAS,BACHILLERATO
ASESINATO,ZONA 5,LOS RÍOS,QUEVEDO,GALO PLAZA,12D03C05S02,GALO PLAZA 2,12,LOS RÍOS,1205,QUEVEDO,"-1,00608","-79,47631",URBANO,CASA/VILLA,PRIVADO,2026-05-26,20:40:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,42,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,PRIMARIA
ASESINATO,ZONA 5,SANTA ELENA,LIBERTAD SALINAS,SALINAS CENTRO,24D02C05S03,SALINAS CENTRO 3,24,SANTA ELENA,2403,SALINAS,"-2,20816","-80,9502",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-26,15:42:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,54,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ARTESANO/OFICIO,BASICA
ASESINATO,ZONA 5,LOS RÍOS,VINCES,PALENQUE,12D05C11S01,PALENQUE 1,12,LOS RÍOS,1209,PALENQUE,"-1,43737","-79,75507",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-26,16:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,20,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
FEMICIDIO,ZONA 8,D.M. GUAYAQUIL,9 DE OCTUBRE,CHILE,09D03C01S02,CHILE 2,9,GUAYAS,901,GUAYAQUIL,"-2,20501","-79,88943",URBANO,CASA/VILLA,PRIVADO,2026-05-26,23:40:00,OTROS,NINGUNA,DELINCUENCIA COMÚN,AMENAZA,QUEMADURAS,42,A,MUJER,FEMENINO,MESTIZO/A,SOLTERO,VENEZUELA,NINGUNA,ESTADO PERSONAL,SIN_DATO
FEMICIDIO,ZONA 8,D.M. GUAYAQUIL,9 DE OCTUBRE,CHILE,09D03C01S02,CHILE 2,9,GUAYAS,901,GUAYAQUIL,"-2,20548","-79,88987",URBANO,CASA/VILLA,PRIVADO,2026-05-26,23:40:00,OTROS,HIDROCARBUROS,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,QUEMADURAS,40,A,MUJER,FEMENINO,MESTIZO/A,NO DETERMINADO,VENEZUELA,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,SALITRE,SALITRE SAUCES,09D20C02S01,SALITRE SAUCES 1,9,GUAYAS,919,SALITRE,"-1,8302","-79,8179",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-26,01:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,26,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILLER CIENCIAS,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,TRINITARIA NORTE,09D02C04S02,TRINITARIA NORTE 2,9,GUAYAS,901,GUAYAQUIL,"-2,23082","-79,92354",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-25,04:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,23,A,HOMBRE,MASCULINO,AFRO,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,BASICA
ASESINATO,ZONA 5,GUAYAS,YAGUACHI,VIRGEN DE FÁTIMA,09D21C04S01,VIRGEN DE FÁTIMA 1,9,GUAYAS,920,SAN JACINTO DE YAGUACHI,"-2,23846","-79,63895",RURAL,TERRENO BALDÍO,PÚBLICO,2026-05-25,11:55:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,23,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILLER CIENCIAS,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,MANTA,LA FABRIL,13D02C17S02,LA FABRIL 2,13,MANABÍ,1309,MONTECRISTI,"-0,99245","-80,68315",URBANO,CASA/VILLA,PRIVADO,2026-05-25,07:30:00,ARMA DE FUEGO,FUSIL,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,35,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,INGENIERO/ARQUITECTO,SIN_DATO
ASESINATO,ZONA 5,LOS RÍOS,PUEBLO VIEJO,SAN JUAN,12D02C02S01,SAN JUAN 1,12,LOS RÍOS,1204,PUEBLOVIEJO,"-1,62474","-79,56306",RURAL,VÍA PÚBLICA,PÚBLICO,2026-05-25,11:30:00,ARMA BLANCA,CUCHILLO,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA BLANCA,29,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,BASICA
ASESINATO,ZONA 4,MANABÍ,PEDERNALES,BECHE,13D10C04S01,BECHE 1,13,MANABÍ,1317,PEDERNALES,"0,22374","-79,92294",RURAL,VÍA PÚBLICA,PÚBLICO,2026-05-25,10:00:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,SIN_DATO,SIN_DATO,HOMBRE,MASCULINO,MESTIZO/A,NO DETERMINADO,ECUADOR,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,PORTOVIEJO,ABDÓN CALDERÓN,13D01C13S01,ABDÓN CALDERÓN 1,13,MANABÍ,1301,PORTOVIEJO,"-1,03453","-80,33257",RURAL,VÍA PÚBLICA,PÚBLICO,2026-05-25,16:30:00,ARMA DE FUEGO,OTROS ARMA LARGA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,50,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,BASICA
ASESINATO,ZONA 7,EL ORO,HUAQUILLAS,LA LIBERTAD,07D05C01S01,LA LIBERTAD 1,7,EL ORO,702,ARENILLAS,"-3,56771","-80,06722",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-25,19:59:00,ARMA DE FUEGO,REVOLVER,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,32,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,BACHILLERATO
ASESINATO,ZONA 5,LOS RÍOS,QUEVEDO,GALO PLAZA,12D03C05S02,GALO PLAZA 2,12,LOS RÍOS,1205,QUEVEDO,"-1,01247","-79,47258",URBANO,CASA/VILLA,PRIVADO,2026-05-25,19:10:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,49,A,MUJER,FEMENINO,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 2,ORELLANA,ORELLANA LORETO,SAN LUIS DE ARMENIA,22D02C11S01,SAN LUIS DE ARMENIA 1,22,ORELLANA,2201,FRANCISCO DE ORELLANA,"-0,45866","-77,04288",RURAL,VÍA PÚBLICA,PÚBLICO,2026-05-25,15:25:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,45,A,HOMBRE,MASCULINO,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,BACHILLER TÉCNICO,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,PORTOVIEJO,ABDÓN CALDERÓN,13D01C13S01,ABDÓN CALDERÓN 1,13,MANABÍ,1301,PORTOVIEJO,"-1,03453","-80,33257",RURAL,VÍA PÚBLICA,PÚBLICO,2026-05-25,16:30:00,ARMA DE FUEGO,OTROS ARMA LARGA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,23,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR PRIMARIO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,FLORIDA,SAMANES,09D06C03S02,SAMANES 2,9,GUAYAS,901,GUAYAQUIL,"-2,1319","-79,90733",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-25,21:05:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,17,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,DURÁN,LA HERRADURA,09D24C04S01,LA HERRADURA 1,9,GUAYAS,907,DURÁN,"-2,12778","-79,83198",RURAL,VÍA PÚBLICA,PÚBLICO,2026-05-25,15:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,15,A,MUJER,FEMENINO,MESTIZO/A,NO DETERMINADO,NO DETERMINADO,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,MANTA,TARQUI,13D02C04S03,TARQUI 3,13,MANABÍ,1308,MANTA,"-0,95608","-80,71224",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-25,19:50:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,25,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILLER CIENCIAS,SIN_DATO
ASESINATO,ZONA 7,EL ORO,SANTA ROSA,SANTA ROSA OESTE,07D06C05S01,SANTA ROSA OESTE 1,7,EL ORO,712,SANTA ROSA,"-3,45761","-79,96157",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-25,14:00:00,ARMA BLANCA,MACHETE,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA BLANCA,35,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR GENERAL,SIN_DATO
ASESINATO,ZONA 5,SANTA ELENA,LIBERTAD SALINAS,ENRÍQUEZ GALLO,24D02C04S01,ENRÍQUEZ GALLO 1,24,SANTA ELENA,2402,LA LIBERTAD,"-2,23021","-80,88975",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-25,10:35:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,24,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 7,EL ORO,SANTA ROSA,SANTA ROSA ESTE,07D06C04S01,SANTA ROSA ESTE 1,7,EL ORO,712,SANTA ROSA,"-3,45015","-79,96349",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-25,21:40:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,36,A,HOMBRE,MASCULINO,MESTIZO/A,NO DETERMINADO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 5,SANTA ELENA,SANTA ELENA,ATAHUALPA,24D01C03S01,ATAHUALPA 1,24,SANTA ELENA,2401,SANTA ELENA,"-2,31925","-80,86171",RURAL,VÍA PÚBLICA,PÚBLICO,2026-05-25,18:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,32,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,MALVINAS SUR,09D02C02S03,MALVINAS SUR 3,9,GUAYAS,901,GUAYAQUIL,"-2,23597","-79,90548",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-25,22:28:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,24,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 1,ESMERALDAS,ATACAMES,TONSUPA,08D03C06S01,TONSUPA 1,8,ESMERALDAS,806,ATACAMES,"0,8795","-79,77023",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-25,00:00:00,ARMA BLANCA,CUCHILLO,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA BLANCA,30,A,NO DETERMINADO,NO APLICA,NO DETERMINADO,NO DETERMINADO,NO DETERMINADO,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 1,ESMERALDAS,ATACAMES,TONSUPA,08D03C06S01,TONSUPA 1,8,ESMERALDAS,806,ATACAMES,"0,8795","-79,77023",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-25,00:00:00,ARMA BLANCA,CUCHILLO,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA BLANCA,SIN_DATO,SIN_DATO,NO DETERMINADO,NO APLICA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,MANTA,LEONIDAS PROAÑO,13D02C16S01,LEONIDAS PROAÑO 1,13,MANABÍ,1309,MONTECRISTI,"-0,9933","-80,70391",URBANO,CANCHAS DE USO MÚLTIPLE,PÚBLICO,2026-05-25,23:45:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,25,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,TRABAJADOR GENERAL,SIN_DATO
